squareMeters,numberOfRooms,floors,numPrevOwners,made,hasGuestRoom,price
73748,47,72,9,2001,7,7382612.1
64273,65,14,6,2003,2,6433844.3
83405,16,86,2,2000,6,8347406
48652,25,5,2,1992,9,4866264.2
53034,62,52,8,2012,3,5312035.2
67294,98,83,5,2016,4,6737871.6
6940,24,17,9,2014,8,695809.4
74857,19,55,5,2011,5,7495795.1
23365,63,53,1,2016,5,2343955.6
53591,91,66,7,2008,7,5365278.8
13612,57,29,1,2009,8,1367128.9
63189,4,1,1,2004,10,6319752.4
43441,42,45,10,2000,10,4349056
3995,76,56,1,1991,7,406628.1
43133,81,68,7,2016,6,4321653.6
90323,27,95,6,1999,9,9037654.9
50164,68,17,6,1995,10,5022955.5
38713,64,13,7,2002,3,3876407.2
5140,35,83,2,2006,0,515580.6
64827,50,54,6,1999,2,6491283.9
34956,3,93,8,2003,10,3508101.3
87810,52,76,4,2015,2,8793955.5
46349,76,24,9,2005,8,4636590.5
96704,63,61,9,2009,1,9672864.9
57314,63,60,7,2011,1,5733991.1
42421,69,24,8,2021,8,4246970.1
36442,45,78,4,2019,1,3653630.9
46301,83,57,7,1991,4,4631982.1
13522,4,74,10,2021,7,1354750.1
83088,22,64,4,2004,7,8315132.4
18019,89,17,6,2006,6,1803675.6
29637,21,80,9,1998,0,2973981.8
88231,33,31,8,2009,1,8827270.9
99478,86,12,1,2013,5,9953158.3
25207,65,25,6,1997,3,2527273.7
89622,93,40,5,2017,9,8965091.7
35082,21,52,6,1990,7,3516840
91104,35,25,5,1991,10,9116835.1
68046,66,80,10,1997,3,6818141.7
32604,51,38,5,2009,2,3263791.9
65825,55,45,2,2007,3,6586250.7
61543,22,11,4,2017,5,6158002.7
25004,61,56,1,2019,10,2506029.9
41524,98,97,7,2016,1,4163553.6
32602,47,43,2,1996,5,3267427.6
17648,25,11,1,2012,10,1765902.2
7935,37,93,4,2010,10,803701
11498,38,41,2,2009,5,1154978.9
69482,42,94,1,2012,1,6957177.2
61647,46,43,10,2019,10,6172515.9
87500,29,1,4,2013,1,8754886.3
14878,39,18,10,2012,4,1491712.2
43872,12,95,9,1993,7,4402358.3
8413,19,88,9,2002,6,849213.2
44120,42,66,1,1994,7,4420400.4
68528,34,78,1,1997,4,6864016.7
4293,1,87,3,2014,0,438335.4
64013,22,59,8,2007,0,6404986.7
44911,33,56,6,2001,0,4495840.1
68647,50,31,2,2010,6,6867106
76256,38,32,7,2021,4,7631297.1
36417,62,70,10,2021,6,3650549.1
69901,69,28,5,2009,1,6996565.9
6478,66,33,6,1994,6,652595.4
69242,1,83,9,2014,0,6936087.4
31601,70,35,1,2018,4,3163556.8
50294,30,64,2,2006,10,5034657.6
255,62,77,2,2015,5,34291.5
27060,39,90,7,2007,7,2710700.7
43140,6,53,10,1992,6,4322399.2
63717,7,89,6,2011,8,6379454.1
40310,75,52,8,2006,4,4041851.6
8904,96,37,9,2016,8,895624.6
90633,92,81,1,2006,7,9072944.6
6570,63,81,10,2018,1,667494.8
3011,48,42,8,2020,0,305014
16251,54,71,2,2000,0,1629387
72165,56,22,3,2004,0,7218838.4
2005,45,67,1,1997,5,207531.7
18240,36,98,9,2018,1,1828031.8
16006,69,44,6,2005,0,1606780.5
22333,6,34,4,2002,8,2245486.2
89742,27,29,2,2007,4,8976777.7
10966,47,10,5,1997,2,1101642.7
47148,37,78,6,2013,1,4721381.3
93622,85,13,6,2012,6,9363558.2
44854,18,79,7,1997,2,4489439.7
92684,4,64,5,2013,9,9278413.3
38964,47,56,5,2021,4,3902450.1
90703,61,15,5,2002,7,9072785.2
81247,42,14,10,2002,2,8127330.2
42655,30,93,8,1994,5,4272845.4
19602,44,89,4,1995,0,1972327.5
54706,87,18,7,2011,5,5476681.1
74133,92,92,7,1991,6,7424902.1
32165,44,80,9,2018,1,3219111.8
15262,49,72,7,2005,1,1531236.5
34819,71,85,8,1990,4,3488144
93896,35,80,3,2004,9,9401076.4
62414,19,77,4,1997,6,6250022.7
70873,10,38,5,1997,5,7089697.7
371,29,96,2,2008,8,45524.8
16326,61,23,1,2020,8,1638783
33628,100,43,9,2014,10,3367900.4
41845,32,61,6,1992,1,4191538.2
26814,16,69,6,2020,9,2689533
68974,59,52,8,2005,1,6904810.5
16873,88,61,7,2000,7,1691487
38513,7,8,3,2013,2,3853759.3
82959,13,20,1,2011,8,8298011.1
14029,72,12,5,2010,9,1408596
97985,66,49,3,2020,7,9804383
4332,31,23,7,2018,6,440601.8
74436,29,37,1,1992,7,7450183.2
79572,45,7,1,2005,4,7958075.5
7038,24,41,1,2019,2,708802.9
58869,32,59,10,1994,1,5896012.4
15967,75,89,9,2000,1,1605306
28792,30,83,2,2009,8,2885914.9
74037,27,94,3,2010,7,7413723
49104,3,39,5,1994,6,4913428.4
10250,7,1,8,2014,0,1025802.4
89708,27,72,10,2013,8,8978292.3
74885,84,48,1,2013,1,7499296.3
52887,86,30,6,1996,4,5292579.6
17615,13,88,6,2008,5,1774991.8
10588,61,78,1,2015,6,1063316.5
72085,57,30,6,2001,8,7212400.1
48092,61,54,7,2009,3,4817550.9
44815,79,29,5,1997,3,4490727.7
94702,96,57,5,1999,1,9479031.9
19575,100,67,9,2009,7,1966077.9
78934,44,22,3,1996,3,7895339.6
99108,20,63,1,2001,0,9914800.1
38522,4,63,2,1990,6,3858534
10271,43,22,2,2018,4,1027893.8
605,12,35,9,2012,1,66663.2
83698,44,13,9,1999,1,8376076.9
8976,38,48,4,2007,0,898880.7
71298,98,29,5,1998,5,7131907.8
76974,9,48,4,2014,10,7700879.4
96395,51,70,4,2016,3,9648710.6
20906,36,18,6,2004,2,2092028.4
42619,81,7,9,2005,8,4263005.5
19782,60,92,10,2000,5,1988451
1454,32,52,3,2006,5,148234.6
63066,53,27,2,2003,7,6313110.3
43912,67,88,7,1990,3,4396083
3121,46,85,1,2017,10,322767.7
22810,20,77,6,2004,6,2282270.4
1666,39,4,4,2015,5,169944.5
32490,11,32,4,2006,10,3250802.6
19461,78,10,1,2021,6,1949663.1
38375,95,21,5,2002,7,3840731.2
86008,47,82,8,2015,1,8609323.5
2622,98,84,9,2018,1,272493.8
79445,43,51,8,1990,6,7948637
67370,51,28,3,2020,7,6742167
68590,39,82,1,2012,1,6871144.2
58980,67,82,1,2004,8,5914784.4
12389,70,48,2,2018,4,1247818.8
90151,73,79,3,2012,9,9022486.2
37846,76,54,7,1991,4,3790981.1
93187,66,9,4,2016,1,9324088.6
66592,21,92,7,1996,5,6666928.6
11644,19,50,8,2008,8,1166984.8
42167,74,80,3,2009,10,4221684.9
30458,50,43,10,1994,9,3051295.4
235,86,68,6,2005,3,28656.5
23892,26,14,5,2012,0,2390553.2
15621,24,29,5,2004,7,1566732.4
22716,61,36,3,2013,10,2272979.3
82859,100,12,10,1998,0,8291287.8
73838,68,63,9,2009,2,7396303.9
15064,44,1,4,2001,8,1512799.1
2848,82,70,3,2005,1,293779.5
94867,65,53,9,1999,9,9494401.9
62037,58,72,5,1992,2,6213106.2
96906,47,35,10,2020,0,9697498
92877,43,94,4,2006,0,9293132.6
88652,76,36,2,2008,3,8873177.8
89178,74,89,8,1997,6,8926770.7
30863,78,34,9,2015,9,3089420.5
98755,18,12,2,2014,8,9880422.4
34195,71,79,6,2005,0,3428702.5
4537,5,48,2,2016,0,456361.6
73177,38,5,6,2011,4,7321281.1
13969,15,23,6,2013,10,1399049.3
62460,43,96,6,2003,5,6253854.3
24104,53,28,1,2008,3,2417754.8
25892,8,99,4,2020,0,2593267
299,38,37,4,2021,2,37033.1
15944,83,32,9,1993,0,1602339.3
90045,95,77,3,2008,6,9009466.8
37754,65,66,7,2016,9,3784160.6
46195,68,99,5,1997,9,4631767.7
91114,71,54,2,1990,4,9116972
82651,100,29,3,1990,4,8274315
47353,22,15,8,2011,6,4743129.1
25018,100,40,10,2007,1,2511418.7
10288,94,44,9,2016,7,1031927.6
57085,32,26,2,2004,9,5714000.4
62281,87,70,8,2010,1,6239393
75549,77,70,7,2005,4,7562030.5
11580,59,75,4,1999,6,1169617.9
45229,94,66,10,2004,5,4531305.4
44565,78,40,8,2005,10,4463078.5
1782,64,33,7,1998,2,184784.8
97593,62,24,5,1995,9,9760509.5
37567,65,62,4,2010,8,3764024
91992,40,45,7,2015,1,9206945.5
92016,58,72,5,2008,10,9206998.8
47027,64,50,6,2017,4,4704701.7
35562,80,58,6,2001,7,3560786.1
68162,64,98,7,2020,3,6825255
30830,70,49,1,2000,5,3090623
77776,68,7,6,2010,3,7778582
53818,53,44,10,1999,0,5386139.9
73917,74,91,10,1990,3,7405490
92675,5,9,2,2017,8,9274886.7
70159,46,74,10,2019,6,7019489.9
74810,19,97,6,2017,3,7492753.7
63891,41,24,2,2020,4,6398575
10601,59,7,7,2021,0,1062664.1
85375,3,32,6,2014,4,8541495.4
2559,59,51,6,2017,1,264370.7
18101,6,97,4,1992,2,1824739.2
44429,27,58,1,2016,4,4447469.6
87780,36,33,1,1999,0,8787571.9
42277,28,57,4,2020,5,4232611
14447,69,94,9,1991,4,1458693.1
33205,94,68,6,2000,5,3327752
52132,91,65,10,1999,2,5216554.9
39549,62,7,8,1992,7,3959426.2
60514,20,14,9,1992,3,6057452.2
93499,24,41,8,2006,3,9357814.6
50241,82,57,6,2001,0,5029855.1
28915,37,35,9,2014,4,2896715.4
46790,82,18,5,2013,2,4681489.3
98780,21,53,3,1990,4,9886719
58362,9,23,9,2015,1,5846004.5
11928,67,61,6,2015,10,1198963.5
41840,78,60,6,2011,3,4185921.1
27538,94,82,4,2019,4,2758284.9
44438,96,93,4,2014,9,4450823.4
12373,18,59,1,1994,9,1245235.4
3206,100,72,7,1990,8,331095
14993,24,80,6,2020,5,1501072
72945,13,75,10,2003,2,7305011.3
74810,65,94,3,2013,9,7489966.3
1300,95,71,7,2009,9,134967.9
11303,72,62,2,2011,6,1140133.1
67724,80,81,6,1995,2,6779991.5
34195,65,95,5,1992,6,3435606.2
57806,49,47,1,2001,1,5790410.1
57722,21,69,10,2020,0,5785132
62094,94,92,1,2010,8,6218641
99148,67,55,6,2021,1,9918736.1
89512,86,87,9,2001,0,8960225.1
57210,10,49,2,2000,8,5728623
46336,1,3,6,2009,3,4643781.9
56145,35,37,7,2006,10,5617752.6
13494,3,88,9,1991,4,1355903.1
79002,20,11,3,1991,10,7900697.1
58208,13,90,2,2020,3,5831806
71474,84,35,8,2018,8,7152718.8
98209,43,67,8,2012,3,9826484.2
41226,87,22,4,1995,4,4125343.5
35122,73,43,4,2001,2,3515208.1
52220,22,19,5,1994,6,5226840.4
95063,89,32,6,1991,3,9511106.1
73782,92,66,7,1996,8,7383555.6
16368,99,85,10,2007,1,1645556.7
84286,78,94,5,2001,7,8437788.1
47039,34,47,3,1990,3,4710291
77726,23,1,4,2003,6,7773518.3
3912,73,12,7,2011,9,395955.1
93746,13,13,6,2003,10,9376444.3
44304,3,6,10,1992,10,4433938.2
27400,25,31,4,1992,2,2747740.2
53056,97,71,6,2005,3,5310121.5
80691,51,13,5,2005,7,8071084.5
57337,55,97,6,1992,3,5750227.2
64732,82,47,2,1995,6,6479107.5
13037,49,66,4,1995,7,1315003.5
48520,25,95,10,2001,4,4862564.1
74788,45,3,10,2009,9,7483945.9
85208,55,75,9,1998,9,8527688.8
33643,64,55,5,1994,3,3374768.4
53547,77,35,4,2002,2,5355930.2
85134,55,70,2,2016,5,8519159.6
34485,13,83,6,1993,6,3460379.3
76717,3,30,2,2017,6,7679009.7
63650,21,10,10,2007,0,6370607.7
42237,69,52,4,1993,0,4229047.3
16718,43,86,1,2010,8,1678693
19838,64,48,10,2004,8,1993919.4
66045,31,83,9,2019,7,6607358.9
73235,27,22,9,1995,0,7327197.5
95971,29,61,7,2012,2,9605457.2
26519,100,59,7,1996,4,2659980.6
76074,20,72,2,1995,4,7614603.5
11788,9,15,2,2020,6,1183060
66281,98,46,1,2000,10,6630781
27691,39,97,4,2020,6,2774041
59016,54,45,3,2011,2,5906126.1
6048,65,43,3,2021,9,610305.1
29570,78,45,7,2011,9,2962411.1
67642,98,54,8,2020,5,6766834
4033,97,55,1,1997,9,415922.7
74546,3,1,8,1990,8,7460101
55678,59,51,10,2011,2,5573599.1
10784,42,43,6,1990,1,1084037
42810,3,14,4,1996,8,4288800.6
19020,13,69,1,2004,8,1905429.4
4499,5,77,6,2002,0,455382.2
79130,29,95,5,1995,0,7925945.5
34689,100,85,10,2000,7,3474451
99075,38,16,5,2017,7,9911312.7
76446,10,8,4,2004,6,7649095.4
50185,99,30,1,2008,4,5021097.8
17085,79,12,5,1993,8,1709963.3
31076,16,22,5,2018,10,3112788.8
81924,29,62,6,1990,10,8200485
89829,23,20,10,2011,8,8992972.1
52458,31,82,10,2013,8,5253326.3
65639,74,72,1,2021,6,6573646.1
41332,40,90,10,1994,8,4146474.4
45381,65,3,4,2006,7,4543365.6
1981,39,6,7,2008,1,198774.8
48178,67,71,2,2011,5,4824962.1
733,86,83,5,2011,5,81775.1
16071,9,66,5,2003,8,1609170.3
21122,99,26,2,2016,6,2113297.6
90072,63,7,10,2007,4,9008547.7
3137,48,26,5,2017,5,320868.7
27286,48,3,5,1996,3,2728938.6
37611,47,100,2,2006,6,3766677.6
84697,63,44,8,2004,10,8474975.4
21833,43,26,5,1997,0,2185327.7
74139,47,33,2,1992,0,7421289.2
41050,6,87,1,2015,6,4117975.5
16389,1,94,5,1995,4,1647095.5
72265,69,59,5,2005,6,7236109.5
55752,48,42,7,2019,4,5580831.9
42003,27,55,2,2008,4,4202952.8
76453,46,13,3,2000,4,7652064
95771,44,92,10,1993,4,9586445.3
30042,84,65,7,1999,2,3008534.9
80827,51,82,9,1996,6,8083933.6
58109,86,43,8,2007,2,5819714.7
20006,95,13,5,2002,2,2006536.2
57530,72,2,6,2001,5,5755191.1
90929,35,93,2,2015,10,9098666.5
27488,91,36,5,2008,2,2755953.8
36904,99,68,9,2020,4,3698721
11202,87,37,5,2019,1,1122248.9
43882,3,97,2,1996,0,4393079.6
62869,18,12,1,2015,9,6288349.5
59437,75,60,10,2014,9,5952617.4
88935,8,93,2,1990,0,8901934
83026,68,44,9,2010,8,8305842
19900,67,54,9,2020,4,1996710
41204,1,95,7,2010,7,4126585
94261,94,31,4,2008,0,9429690.8
81511,74,10,9,2016,6,8154985.6
59252,15,27,10,1994,7,5931506.4
80067,23,73,7,2021,9,8013211.1
56902,32,50,6,2010,5,5694751
10483,46,19,10,2001,9,1055996.1
41987,18,44,2,2017,2,4201481.7
88100,6,70,6,2020,9,8812852
70968,60,16,5,2005,4,7101845.5
67078,21,73,8,1993,2,6717669.3
10637,24,23,10,1997,6,1067665.7
71171,74,43,7,2003,10,7123522.3
82952,31,7,3,2015,0,8299689.5
92335,96,11,2,1999,8,9237950.9
60035,46,77,9,2008,8,6014540.8
95492,65,77,2,1997,10,9563379.7
20587,32,71,5,2004,8,2067398.4
13642,8,96,10,2009,9,1373966.9
38700,98,33,3,1992,3,3874846.2
87991,31,79,2,2006,3,8804814.6
48428,27,9,4,2010,1,4844049
81171,100,10,10,2020,6,8123187
82899,89,23,10,2009,3,8291850.9
47126,76,37,4,1995,3,4720029.5
83064,84,95,6,1997,4,8314535.7
63008,89,12,10,1995,8,6309285.5
23776,31,4,3,2002,10,2382847.2
8597,24,27,7,2018,7,867204.8
65896,44,40,2,1994,2,6601450.4
47061,85,67,7,2018,1,4713648.8
19341,95,21,4,2017,4,1944096.7
9954,87,32,2,2011,0,999219.1
86810,91,13,7,2010,7,8686680
28062,60,57,1,1995,6,2815267.5
29967,34,22,2,2009,10,3006420.9
72748,23,90,5,2006,2,7280260.6
10132,57,87,8,2016,2,1024313.6
36932,6,93,4,1990,8,3706286
24309,23,28,1,2013,9,2434268.3
19319,18,56,8,2004,7,1940995.4
9078,63,48,10,1994,3,909459.4
1407,44,19,3,1995,0,147495.5
38009,2,12,4,2018,6,3801895.8
11688,13,72,8,2013,2,1180015.3
74489,96,86,2,2019,9,7450211.9
91596,30,45,10,2013,3,9172881.3
35520,33,50,6,2011,9,3554917.1
3929,60,69,5,1993,0,398629.3
26424,32,7,1,2020,6,2643550
14074,85,78,9,2003,3,1421626.3
62598,39,83,3,2008,7,6271214.8
51419,91,12,4,2014,8,5147263.4
71012,61,77,3,2004,6,7108699.4
69866,93,94,3,2004,2,6995283.4
75124,27,20,4,2009,6,7513990.9
73117,64,58,10,2004,0,7317591.4
6086,42,4,3,1992,10,609401.2
62114,85,78,1,1994,5,6218248.4
85301,88,50,10,2016,4,8532351.6
24046,29,41,8,2021,2,2408555.1
49729,47,74,10,1999,7,4979777.9
96177,51,73,4,1997,3,9620405.7
5279,37,72,6,2001,9,536296.1
64633,20,56,4,2002,8,6472293.2
26229,35,100,6,2003,7,2634608.3
92438,35,99,5,2005,9,9255862.5
52332,36,33,7,1995,10,5234888.5
64088,52,67,7,2011,3,6417344.1
90832,54,90,5,2011,8,9088841.1
4169,27,30,2,2000,5,419550
18501,63,13,4,2004,1,1855087.4
21413,34,72,6,2000,4,2154718
84077,3,15,5,1997,4,8412538.7
71928,42,94,5,2005,4,7203983.5
44321,86,20,1,2019,7,4434371.9
60249,80,48,1,1994,1,6034593.4
70409,29,52,8,2012,2,7042999.2
86393,19,14,6,2010,6,8643976
96815,44,59,3,1994,8,9693106.4
47136,5,39,9,1993,6,4716725.3
30893,34,14,7,1991,2,3098287.1
91537,18,61,7,1993,0,9157850.3
93064,39,54,1,1994,4,9312597.4
47790,74,29,4,1997,9,4786351.7
90127,19,87,4,1995,9,9022299.5
8751,36,2,4,2009,9,875876.9
90822,23,62,4,1997,5,9091107.7
92194,45,18,5,1999,2,9228451.9
97289,35,25,6,2004,2,9732350.4
73583,55,33,9,2020,6,7362718
25495,57,7,5,2011,6,2553094.1
63283,52,85,9,2000,5,6339337
69048,35,58,8,2001,2,6911450.1
98468,26,20,3,2001,9,9849610.1
54740,77,17,8,1998,1,5477153.8
36378,15,24,9,1990,0,3646213
29576,73,17,8,2021,10,2963025.1
84697,11,47,6,2015,4,8474421.5
94759,28,36,6,2016,9,9483975.6
2346,97,68,3,2010,7,244992
45553,28,22,8,2009,6,4557358.9
52141,63,97,2,1992,1,5228398.2
83600,8,65,5,2021,6,8364352.1
5485,11,13,1,1992,5,552405.2
23220,99,79,9,2013,4,2334717.3
5914,25,46,4,2021,6,593538.1
23107,81,54,7,1995,0,2316366.5
16329,29,58,2,2001,2,1638683.1
82940,29,12,6,1998,2,8294731.8
92230,84,95,9,2018,0,9237486.8
24743,50,88,1,1996,0,2481744.6
25699,47,26,6,1994,2,2576151.4
42192,26,32,4,2021,5,4222302.1
36593,3,61,3,2004,9,3666305.4
52416,66,50,5,1990,3,5249182
23228,50,97,3,2020,9,2331465
4777,100,67,10,1991,5,487950.1
23962,87,68,5,1995,3,2403326.5
21018,51,75,5,1998,2,2110725.8
16824,26,84,3,1990,10,1687837
6036,86,46,2,2015,5,610661.5
60937,34,18,4,1992,4,6099170.2
84651,74,26,10,2007,9,8469947.7
94474,84,98,5,1991,5,9455097.1
51243,74,35,2,2017,0,5134128.7
35586,81,80,9,2019,7,3570719.9
89519,5,13,4,2014,6,8957404.4
75340,98,27,5,2018,7,7545012.8
68762,88,81,9,1991,4,6887470.1
50539,81,89,6,1996,1,5063590.6
38148,67,85,10,2000,0,3824209
43613,23,27,4,1993,2,4364937.3
86257,56,49,1,2020,2,8638974
4194,4,30,1,1999,4,423479.9
70519,25,79,4,1994,8,7063851.4
55616,83,62,9,1997,3,5571452.7
57041,24,94,6,2000,10,5710382
39007,52,44,2,1999,8,3912800.9
20869,86,84,10,2011,6,2092339.1
27036,14,75,7,2020,3,2708288
90536,74,68,6,2002,9,9059110.2
97882,63,47,7,2019,4,9792988.9
35287,53,33,3,2013,4,3535222.3
91311,23,24,8,1991,8,9137559.1
60596,82,39,8,2002,10,6063866.2
73365,80,2,5,2021,7,7340329.1
55281,18,26,5,2004,9,5531300.4
42265,34,89,3,2009,2,4234147.9
39595,81,96,6,1993,8,3974677.3
83790,59,75,10,2020,1,8383752
62977,47,15,10,2009,3,6305166.9
49810,60,39,1,2020,1,4988534
44782,83,77,9,2003,5,4488135.3
79066,91,18,10,2019,10,7908197.9
45091,71,78,3,2010,1,4523785
16063,60,97,8,2016,5,1612339.6
28920,1,72,6,2007,8,2901901.7
29431,53,43,4,1993,7,2945626.3
80671,65,6,10,2021,5,8068598.1
98648,30,62,4,2007,3,9875795.7
23336,38,23,6,2018,6,2336967.8
65779,99,80,9,2006,5,6583911.6
26508,7,82,1,1991,7,2663765.1
82117,58,33,8,1994,7,8217020.4
27949,59,77,3,2011,5,2803182.1
58847,40,51,10,2015,0,5886368.5
84311,4,58,4,2011,4,8442220.1
9749,85,65,5,2018,9,980609.8
1932,51,36,1,2000,8,201541
83358,55,68,2,2015,0,8341911.5
72006,4,83,7,2000,4,7209550
80394,55,59,2,1992,5,8045936.2
39132,30,68,9,2020,6,3924407
89169,88,90,6,2011,10,8927281.1
86467,68,22,6,2014,8,8650673.4
54648,70,98,10,1993,9,5478307.3
5856,98,95,9,2012,3,598716.2
28722,7,54,5,1991,1,2881430.1
54563,76,56,4,1994,0,5461061.4
17847,97,71,7,2006,3,1791186.6
69806,14,66,7,2020,2,6986562
70178,27,41,2,2020,2,7025331
68311,63,67,1,1992,0,6836540.2
4258,51,30,5,2003,10,430099.3
67140,4,51,9,2010,3,6722509
14608,33,88,10,2021,3,1468435.1
61185,39,48,1,1998,9,6121085.8
1888,68,79,2,2018,4,199583.8
92130,28,88,10,1994,2,9223934.4
24516,100,67,1,2005,6,2458884.5
55727,89,33,4,1995,3,5575798.5
55558,95,100,1,2021,0,5559731.1
98924,52,93,4,1991,9,9901248.1
61279,54,1,9,2003,9,6134906.3
19463,41,98,4,2006,3,1957103.6
4449,49,40,4,2006,8,451954.6
84634,7,89,3,2012,7,8473995.2
75868,84,57,6,1997,7,7591848.7
81639,62,15,4,2009,6,8165695.9
49116,98,41,9,2013,3,4923159.3
29711,75,59,4,2019,6,2981766.9
77339,85,33,6,1996,6,7736919.6
93471,43,30,6,2016,5,9355268.6
42078,22,91,8,1998,5,4218276.8
83730,38,7,4,1995,9,8373982.5
93650,7,83,3,2005,7,9375981.5
45125,77,51,2,2019,2,4522380.9
36987,79,30,8,2003,10,3703916.3
64425,30,17,6,2015,8,6443543.5
13601,76,64,10,2007,8,1371932.7
71595,100,4,9,2017,6,7164867.7
19440,38,51,10,2020,6,1951851
43251,88,43,10,2001,3,4326826.1
90447,76,53,8,1999,2,9048782.9
70636,85,95,8,2011,2,7073600.1
51999,10,85,9,2017,2,5207606.7
29498,18,80,7,2008,2,2961653.8
59392,21,89,10,1994,2,5944482.4
26656,89,81,10,2011,8,2681384.1
84221,47,47,8,2004,4,8426342.4
83175,86,91,5,2015,7,8330590.5
72843,47,96,9,1999,7,7288205.9
827,24,21,6,2000,9,89927
36690,68,27,4,2014,0,3674806.4
66847,50,33,7,2011,1,6688898.1
22381,66,86,2,1990,2,2245020
93244,20,63,5,2001,3,9328474.1
70728,92,87,9,2020,2,7079449
8300,93,72,1,2005,10,837253.5
16859,93,70,6,2016,3,1690521.6
71373,84,12,3,2021,1,7141743.1
52871,6,14,8,2008,2,5287746.8
4263,57,39,9,1990,9,430459
83742,74,25,5,2000,5,8380708
17505,36,37,4,1993,0,1762789.3
14050,3,66,1,2008,7,1413507.8
77370,86,23,4,2011,10,7743358.1
6791,25,33,7,1998,9,680406.8
77027,44,25,10,1996,8,7705249.6
98843,64,73,6,2006,1,9888362.6
94172,50,35,5,1997,8,9424252.7
66518,20,96,10,2005,10,6658518.5
27442,39,28,8,1998,10,2748800.8
49592,24,34,9,2016,10,4963740.6
89887,57,91,10,2021,7,8994730.1
12865,65,69,10,2020,5,1294048
33781,31,100,3,1993,2,3392580.3
40933,29,84,10,2000,9,4100223
81301,14,46,4,2017,2,8137029.7
67761,81,5,10,1997,2,6785841.7
20744,43,97,1,1994,2,2087930.4
65934,69,69,3,2014,7,6602264.4
50877,87,89,10,2002,5,5097460.2
33055,10,12,3,1990,4,3308068
75572,92,100,10,1993,10,7572270.3
13914,4,70,1,2020,10,1398582
80604,85,51,8,2021,9,8063954.1
29613,52,26,10,2002,3,2964803.2
81112,91,20,2,1995,6,8117647.5
45860,83,26,4,2019,1,4591104.9
261,48,28,3,2016,9,29996.6
68825,4,13,9,1995,3,6888057.5
26916,82,58,3,1993,2,2696491.3
46421,43,23,7,2021,8,4646143.1
59816,55,8,8,2019,10,5982821.9
11149,43,58,1,1999,2,1124971.9
71042,13,62,4,2006,7,7108064.6
11875,33,38,6,2018,9,1191250.8
63664,14,81,7,2003,0,6373958.3
57431,18,91,3,2015,7,5752664.5
52078,17,1,6,1993,8,5212915.3
70757,54,1,2,2001,10,7078138.1
30556,23,81,1,2002,1,3062451.2
16809,13,36,10,2018,1,1685229.8
5456,62,97,2,2012,0,557575.2
12130,10,60,3,2012,2,1222904.2
12551,24,53,4,1992,9,1257504.2
61557,89,51,2,2011,6,6163797.1
12939,55,48,3,2006,7,1298332.6
85576,83,21,2,1998,8,8558422.8
8064,33,27,1,1992,6,811290.2
50599,93,89,8,2016,5,5067362.6
53496,71,22,8,1991,2,5354040.1
86405,77,75,3,2015,10,8643680.5
18231,10,74,3,1993,9,1832629.3
76918,24,27,5,2021,8,7694890.1
40214,67,17,1,2005,7,4028553.5
94801,98,79,1,2011,5,9487999.1
20040,16,94,3,2019,1,2015414.9
49942,7,98,2,2008,4,5003821.8
52974,73,24,2,2004,3,5304662.4
62710,17,54,9,2001,7,6279618.1
66389,6,46,8,2003,9,6644576.3
40619,50,27,1,1993,3,4066846.3
59738,38,35,8,2002,1,5975675.2
60842,28,4,9,2018,1,6087203.8
95875,70,14,8,1998,1,9597732.8
44803,64,18,9,1990,5,4483091
40633,34,1,6,2002,3,4069305.2
43359,53,9,3,1991,4,4340729.1
98131,58,97,2,2012,1,9822005.2
7101,73,6,10,2012,5,715591.2
54469,53,88,5,1999,3,5455583.9
67580,11,69,10,2005,3,6765906.5
69893,70,65,3,2017,9,6991116.7
31704,62,40,1,2004,4,3174667.4
40557,64,19,9,2008,4,4061491.8
75293,31,89,3,2021,6,7535976.1
87596,67,94,2,2006,1,8772432.6
77252,86,61,5,1991,10,7730648.1
45963,28,55,8,2019,0,4607265.9
36048,57,100,2,2006,1,3614178.6
16058,46,58,2,2009,7,1612601.9
50678,76,32,1,1992,8,5071621.2
34835,98,64,8,1997,4,3489669.7
80249,52,43,3,2008,1,8034277.8
93670,99,4,10,2000,5,9372029
73734,37,13,9,2011,7,7374998.1
5058,64,63,7,2010,10,514459
24957,3,83,7,1995,8,2506130.5
7764,45,11,1,1998,4,777955.8
93664,34,39,3,2010,4,9371580
53104,91,4,2,2016,9,5314198.6
57990,26,11,7,2012,0,5802883.2
84308,40,52,5,2005,0,8433276.5
48559,58,97,6,2008,9,4864445.8
59971,45,54,5,1998,4,6000649.8
29004,29,53,3,2021,2,2908364.1
45524,90,56,5,2013,9,4562413.3
18844,88,100,7,2006,4,1887200.6
61141,97,83,4,1997,5,6121399.7
21261,50,4,9,1998,3,2131594.8
95602,86,64,4,2008,6,9566578.8
8708,96,79,4,2007,9,879427.7
91342,52,49,8,1999,3,9143600.9
7789,28,92,7,1998,7,784603.8
56726,12,81,8,2018,8,5683041.8
40784,49,98,3,2018,9,4085952.8
9448,58,49,4,2020,8,952004
6570,80,52,5,2010,6,667714
23213,89,42,8,2018,6,2327859.8
26444,43,4,10,2017,9,2649524.7
23320,96,88,6,2013,6,2337805.3
92782,26,77,10,1990,5,9287161
86163,4,59,9,2020,0,8621912
10128,44,30,3,1994,3,1021009.4
9861,87,26,6,2020,1,990552
70435,46,58,10,2013,8,7048486.3
